totalRuntime,totalProcessTime,timeSliceValue,contextSwitchValue,slicesRequired,,
1698,1010,3,2,344,
processID,processTime,timeCompleted,timeWaiting,slicesTaken,
17,5,54,22,11,
3,27,214,2,43,
10,42,324,12,65,
16,54,389,17,78,
25,52,392,27,79,
4,56,396,7,80,
19,1,414,413,84,
9,8,463,408,94,
24,40,691,421,140,
8,47,715,403,145,
6,50,724,398,147,
21,80,778,416,158,
12,2,797,795,162,
18,10,895,804,182,
15,36,1095,799,222,
22,45,1160,809,235,
2,49,1178,780,239,
5,60,1213,785,246,
11,75,1243,790,252,
14,3,1263,1260,256,
23,24,1448,1270,293,
1,32,1492,1245,302,
7,48,1572,1250,318,
13,64,1635,1255,331,
20,100,1698,1265,344,
