totalRuntime,totalProcessTime,timeSliceValue,contextSwitchValue,slicesRequired,,
1116,1010,25,2,53,
processID,processTime,timeCompleted,timeWaiting,slicesTaken,
17,5,115,110,5,
3,27,146,2,7,
10,42,192,56,9,
4,56,254,29,12,
16,54,260,83,13,
25,52,264,117,14,
9,8,328,320,17,
19,1,331,330,18,
6,50,412,266,21,
8,47,436,293,22,
24,40,480,360,24,
21,80,514,333,26,
12,2,599,597,30,
18,10,638,628,32,
2,49,691,516,34,
15,36,758,601,37,
22,45,780,640,38,
5,60,792,543,39,
11,75,819,570,40,
14,3,905,902,44,
23,24,958,934,46,
1,32,967,821,47,
7,48,992,848,48,
13,64,1062,875,51,
20,100,1116,907,53,
