totalRuntime,totalProcessTime,timeSliceValue,contextSwitchValue,slicesRequired,,
2028,1010,2,2,509,
processID,processTime,timeCompleted,timeWaiting,slicesTaken,
17,5,67,18,17,
3,27,274,2,69,
10,42,394,10,99,
25,52,462,22,116,
16,54,470,14,118,
4,56,474,6,119,
19,1,489,488,123,
9,8,549,484,138,
24,40,813,495,204,
8,47,856,480,215,
6,50,864,476,217,
21,80,928,491,233,
12,2,944,942,237,
18,10,1048,950,263,
15,36,1308,946,328,
22,45,1391,954,349,
2,49,1406,930,353,
5,60,1450,934,364,
11,75,1485,938,373,
14,3,1524,1499,383,
23,24,1732,1507,435,
1,32,1784,1487,448,
7,48,1884,1491,473,
13,64,1952,1495,490,
20,100,2028,1503,509,
