totalRuntime,totalProcessTime,timeSliceValue,contextSwitchValue,slicesRequired,,
3030,1010,1,2,1010,
processID,processTime,timeCompleted,timeWaiting,slicesTaken,
17,5,87,14,29,
3,27,408,2,136,
10,42,594,8,198,
25,52,690,17,230,
16,54,702,11,234,
4,56,708,5,236,
19,1,720,719,240,
9,8,825,716,275,
24,40,1215,725,405,
8,47,1275,713,425,
6,50,1293,710,431,
21,80,1386,722,462,
12,2,1419,1397,473,
18,10,1569,1403,523,
15,36,1959,1400,653,
22,45,2070,1406,690,
2,49,2100,1388,700,
5,60,2169,1391,723,
11,75,2217,1394,739,
14,3,2265,2228,755,
23,24,2586,2234,862,
1,32,2673,2219,891,
7,48,2820,2222,940,
13,64,2919,2225,973,
20,100,3030,2231,1010,
