totalRuntime,totalProcessTime,timeSliceValue,contextSwitchValue,slicesRequired,,
1116,507,25,2,53,
processID,processTime,timeCompleted,timeWaiting,slicesTaken,
9,8,8,8,9,
12,2,2,2,12,
14,3,3,3,14,
17,5,5,5,17,
18,10,10,10,18,
19,1,1,1,19,
23,24,24,24,23,
1,32,560,560,26,
2,49,559,559,27,
3,27,536,536,28,
6,50,536,536,31,
7,48,534,534,32,
8,47,531,531,33,
10,42,513,513,34,
15,36,490,490,37,
22,45,463,463,41,
24,40,427,427,42,
4,56,880,880,44,
5,60,865,865,45,
11,75,747,747,46,
13,64,732,732,47,
16,54,679,679,48,
25,52,554,554,51,
20,100,715,715,52,
21,80,695,695,53,
