totalRuntime,totalProcessTime,timeSliceValue,contextSwitchValue,slicesRequired,,
1076,1010,50,2,33,
processID,processTime,timeCompleted,timeWaiting,slicesTaken,
1,32,34,2,1,
2,49,85,36,2,
3,27,114,87,3,
6,50,270,220,6,
7,48,320,272,7,
8,47,369,322,8,
9,8,379,371,9,
10,42,423,381,10,
12,2,479,477,12,
14,3,536,533,14,
15,36,574,538,15,
17,5,633,628,17,
18,10,645,635,18,
19,1,648,647,19,
22,45,799,754,22,
23,24,825,801,23,
24,40,867,827,24,
4,56,927,116,26,
5,60,939,168,27,
11,75,966,425,28,
13,64,982,481,29,
16,54,988,576,30,
20,100,1040,650,31,
21,80,1072,702,32,
25,52,1076,869,33,
